Rk.,,Pitcher,,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak (In.),,HBreak (In.),
,,Nick Ramirez,,Alex Verdugo,,,,,,,,,,,,
117,,,,,172,82,39,6,"In play, out(s)",Cutter,91.2,2840,24,↓,3,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
118,,,,,171,81,39,6,Ball,Sweeper,84.8,3011,35,↓,12,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
119,,,,,170,80,39,6,Ball,Cutter,89.6,2839,29,↓,4,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
120,,,,,169,79,39,6,Ball,Sweeper,84.5,3000,37,↓,12,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
121,,,,,168,78,39,6,Called Strike,Sweeper,84.2,2942,35,↓,9,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
122,,,,,164,72,38,5,Called Strike,Sinker,93.9,1903,30,↓,14,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
123,,,,,163,71,38,5,Ball,Changeup,85.6,1703,36,↓,12,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
124,,,,,162,70,38,5,Ball,4-Seam Fastball,95.7,2018,18,↓,8,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
125,,,,,161,69,38,5,Ball,4-Seam Fastball,95.9,2007,17,↓,10,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
126,,,,,160,68,38,5,Swinging Strike,4-Seam Fastball,95,2016,20,↓,10,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
127,,,,,159,67,38,5,Foul,Changeup,84.2,1619,39,↓,13,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
128,,,,,156,66,37,5,"In play, out(s)",Sinker,95.3,1895,31,↓,17,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
129,,,,,155,65,37,5,Foul,Changeup,85.1,1576,40,↓,15,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
130,,,,,154,64,36,5,"In play, out(s)",Changeup,85.9,1701,36,↓,17,→
,,Brayan Bello,,Oswaldo Cabrera,,,,,,,,,,,,
131,,,,,153,63,36,5,Called Strike,Sinker,93.9,1893,33,↓,17,→
,,Brayan Bello,,Oswaldo Cabrera,,,,,,,,,,,,
132,,,,,152,62,36,5,Ball,Sinker,94.3,1932,33,↓,18,→
,,Brayan Bello,,Oswaldo Cabrera,,,,,,,,,,,,
133,,,,,151,61,35,5,"In play, no out",Slider,84.3,2278,48,↓,4,←
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
134,,,,,150,60,35,5,Called Strike,Sinker,93.9,1946,31,↓,17,→
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
135,,,,,149,59,35,5,Ball,Sinker,93.4,1924,32,↓,16,→
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
136,,,,,148,77,34,5,"In play, out(s)",Sinker,93.5,2640,21,↓,7,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
137,,,,,146,76,34,5,Swinging Strike,Sinker,92.8,2653,21,↓,5,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
138,,,,,145,75,34,5,Ball,Knuckle Curve,83.7,2909,46,↓,16,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
139,,,,,144,74,34,5,Called Strike,Sweeper,85.2,2959,34,↓,14,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
140,,,,,143,73,33,5,"In play, out(s)",Knuckle Curve,84.3,2902,46,↓,15,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
141,,,,,142,72,33,5,Foul,Cutter,91.1,2829,28,↓,4,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
142,,,,,141,71,33,5,Ball,Sweeper,85.7,3092,33,↓,12,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
143,,,,,140,70,32,5,"In play, out(s)",Cutter,89.6,2853,28,↓,4,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
144,,,,,139,69,32,5,Ball,Knuckle Curve,83.6,2969,48,↓,16,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
145,,,,,138,68,32,5,Foul,Cutter,89.7,2839,29,↓,5,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
146,,,,,137,67,32,5,Ball,Knuckle Curve,82.2,3000,52,↓,17,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
147,,,,,136,66,32,5,Called Strike,Knuckle Curve,83.5,2976,48,↓,15,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
148,,,,,135,58,31,4,"In play, out(s)",Sinker,95.4,1943,30,↓,17,→
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
149,,,,,134,57,31,4,Called Strike,Sinker,94.9,2022,28,↓,16,→
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
150,,,,,133,56,30,4,"In play, no out",Changeup,86.2,1702,35,↓,13,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
151,,,,,132,55,30,4,Ball,Slider,86.2,2271,45,↓,1,←
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
152,,,,,131,54,30,4,Foul,Changeup,85.8,1662,35,↓,13,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
153,,,,,130,53,30,4,Called Strike,Slider,84,2288,47,↓,3,←
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
154,,,,,129,52,30,4,Ball,Sinker,94.2,1873,31,↓,17,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
155,,,,,128,51,30,4,Ball,Sinker,93.2,1816,31,↓,17,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
156,,,,,127,50,29,4,"In play, out(s)",Slider,84.7,2309,46,↓,2,←
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
157,,,,,126,49,29,4,Foul,Sinker,93.6,1787,31,↓,15,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
158,,,,,125,48,28,4,"In play, out(s)",Sinker,93.3,1947,28,↓,16,→
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
159,,,,,124,65,27,4,"In play, out(s)",Sweeper,85.8,2979,34,↓,11,←
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
160,,,,,123,64,27,4,Ball,Sinker,91.6,2636,27,↓,8,→
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
161,,,,,122,63,27,4,Ball,Cutter,89.8,2947,29,↓,6,←
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
162,,,,,121,62,27,4,Called Strike,Sinker,92.3,2661,25,↓,8,→
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
163,,,,,120,61,26,4,"In play, out(s)",Sweeper,86.1,2990,34,↓,12,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
164,,,,,119,60,26,4,Foul,Cutter,89.6,2777,31,↓,7,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
165,,,,,118,59,26,4,Foul,Sweeper,85.6,2900,33,↓,13,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
166,,,,,117,58,26,4,Foul,Sinker,92.5,2511,23,↓,4,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
167,,,,,116,57,26,4,Foul,Cutter,89.5,2715,31,↓,6,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
168,,,,,115,56,26,4,Foul,Knuckle Curve,82,2917,50,↓,17,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
169,,,,,114,55,26,4,Ball,Knuckle Curve,83,2851,48,↓,17,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
170,,,,,113,54,26,4,Foul,Cutter,88.9,2934,31,↓,6,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
171,,,,,111,53,26,4,Swinging Strike,Cutter,93,2576,19,↓,1,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
172,,,,,110,52,26,4,Called Strike,Cutter,89.3,2874,30,↓,6,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
173,,,,,109,51,25,4,Swinging Strike,Sinker,92.7,2692,20,↓,3,→
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
174,,,,,108,50,25,4,Foul,Cutter,90.7,2840,30,↓,5,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
175,,,,,107,49,25,4,Ball,Cutter,89.2,2796,31,↓,6,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
176,,,,,106,48,25,4,Ball,Knuckle Curve,83.5,2858,53,↓,14,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
177,,,,,105,47,25,4,Foul,Knuckle Curve,83.4,3062,48,↓,22,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
178,,,,,104,46,25,4,Swinging Strike,Knuckle Curve,84.4,3038,50,↓,20,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
179,,,,,103,47,24,3,"In play, out(s)",Changeup,86.2,1743,31,↓,14,→
,,Brayan Bello,,Anthony Rizzo,,,,,,,,,,,,
180,,,,,102,46,24,3,Ball,Sinker,94.4,1924,31,↓,17,→
,,Brayan Bello,,Anthony Rizzo,,,,,,,,,,,,
181,,,,,101,45,24,3,Ball,Sinker,95.2,1857,29,↓,15,→
,,Brayan Bello,,Anthony Rizzo,,,,,,,,,,,,
182,,,,,100,44,23,3,Swinging Strike,Changeup,86.9,1699,36,↓,15,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
183,,,,,98,43,23,3,Called Strike,Sinker,94.3,1979,29,↓,16,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
184,,,,,97,42,23,3,Ball,Changeup,86.6,1674,37,↓,13,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
185,,,,,96,41,23,3,Called Strike,Changeup,86.4,1655,35,↓,13,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
186,,,,,95,40,22,3,"In play, out(s)",4-Seam Fastball,94.7,2012,20,↓,9,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
187,,,,,94,39,22,3,Called Strike,Sinker,93.8,2030,29,↓,18,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
188,,,,,93,38,22,3,Called Strike,Sinker,93.4,1967,30,↓,17,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
189,,,,,92,45,21,3,"In play, out(s)",Cutter,90.5,2820,28,↓,7,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
190,,,,,91,44,21,3,Foul,Sweeper,86.1,2990,36,↓,12,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
191,,,,,90,43,21,3,Ball,Sinker,93.9,2633,28,↓,9,→
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
192,,,,,89,42,20,3,"In play, out(s)",Cutter,90.6,2815,28,↓,6,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
193,,,,,87,41,20,3,Foul,Sweeper,84.2,2941,32,↓,12,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
194,,,,,86,40,20,3,Ball,Cutter,91.7,2556,22,↓,0,
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
195,,,,,85,39,19,3,"In play, no out",Cutter,91.2,2854,30,↓,7,←
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
196,,,,,84,38,18,3,Called Strike,Sweeper,86.8,3071,34,↓,10,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
197,,,,,82,37,18,3,Called Strike,Knuckle Curve,83.5,3041,50,↓,16,←
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
198,,,,,81,36,18,3,Called Strike,Sinker,93.3,2575,25,↓,6,→
,,Clarke Schmidt,,Pablo Reyes,,,,,,,,,,,,
199,,,,,80,37,17,2,"In play, out(s)",4-Seam Fastball,96,2066,18,↓,10,→
,,Brayan Bello,,Oswaldo Cabrera,,,,,,,,,,,,
200,,,,,79,36,17,2,Swinging Strike,Changeup,87.6,1734,34,↓,16,→
,,Brayan Bello,,Oswaldo Cabrera,,,,,,,,,,,,
201,,,,,78,35,16,2,"In play, run(s)",Slider,85.4,2240,47,↓,4,←
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
202,,,,,77,34,16,2,Ball,4-Seam Fastball,95.3,2029,17,↓,9,→
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
203,,,,,75,33,16,2,Foul,4-Seam Fastball,94.5,2010,17,↓,10,→
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
204,,,,,74,32,16,2,Called Strike,4-Seam Fastball,94.9,2001,16,↓,10,→
,,Brayan Bello,,Jose Trevino,,,,,,,,,,,,
205,,,,,73,31,15,2,"In play, no out",Slider,86.2,2350,45,↓,1,←
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
206,,,,,72,30,15,2,Foul,4-Seam Fastball,95.5,2014,19,↓,9,→
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
207,,,,,71,29,15,2,Ball,4-Seam Fastball,95.3,2051,18,↓,10,→
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
208,,,,,70,28,15,2,Swinging Strike,Changeup,86.6,1644,37,↓,13,→
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
209,,,,,69,27,15,2,Called Strike,Changeup,86.1,1652,34,↓,14,→
,,Brayan Bello,,Billy McKinney,,,,,,,,,,,,
210,,,,,68,26,14,2,"In play, out(s)",Sinker,94.5,1983,30,↓,15,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
211,,,,,67,25,14,2,Foul,Changeup,85.5,1624,35,↓,13,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
212,,,,,65,24,14,2,Swinging Strike,Sinker,94.2,1903,30,↓,16,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
213,,,,,64,23,14,2,Called Strike,Sinker,94.9,1985,30,↓,17,→
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
214,,,,,63,22,14,2,Ball,Slider,84.5,2311,47,↓,2,←
,,Brayan Bello,,DJ LeMahieu,,,,,,,,,,,,
215,,,,,62,21,13,2,Called Strike,Sinker,95,1922,26,↓,15,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
216,,,,,61,20,13,2,Foul,Changeup,87,1754,35,↓,14,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
217,,,,,60,19,13,2,Ball,4-Seam Fastball,95.9,2127,16,↓,7,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
218,,,,,59,18,13,2,Foul,Sinker,95.2,1969,30,↓,18,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
219,,,,,58,17,13,2,Ball,4-Seam Fastball,96.1,1955,17,↓,10,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
220,,,,,57,16,13,2,Called Strike,Changeup,85.9,1610,36,↓,13,→
,,Brayan Bello,,Jake Bauers,,,,,,,,,,,,
221,,,,,56,15,12,2,Ball,Sinker,95.2,2014,28,↓,17,→
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
222,,,,,55,14,12,2,Swinging Strike,Changeup,85.4,1616,34,↓,16,→
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
223,,,,,54,13,12,2,Ball,Slider,85.2,2414,48,↓,5,←
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
224,,,,,53,12,12,2,Ball,Changeup,84.8,1569,36,↓,13,→
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
225,,,,,52,11,12,2,Ball,4-Seam Fastball,93.8,2095,20,↓,11,→
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
226,,,,,51,10,12,2,Called Strike,Slider,83.9,2292,46,↓,2,←
,,Brayan Bello,,Josh Donaldson,,,,,,,,,,,,
227,,,,,50,35,11,2,Swinging Strike,Knuckle Curve,84.6,2965,49,↓,20,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
228,,,,,49,34,11,2,Ball,Knuckle Curve,86.2,2955,52,↓,16,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
229,,,,,48,33,11,2,Called Strike,Cutter,91.3,3007,29,↓,4,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
230,,,,,47,32,11,2,Called Strike,Sweeper,86,2935,31,↓,15,←
,,Clarke Schmidt,,Reese McGuire,,,,,,,,,,,,
231,,,,,46,31,10,2,"In play, out(s)",Sweeper,85.9,3111,33,↓,16,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
232,,,,,45,30,10,2,Foul,Cutter,90.5,2635,29,↓,6,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
233,,,,,44,29,10,2,Foul,Cutter,90,2838,30,↓,6,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
234,,,,,43,28,10,2,Foul,Sweeper,85,3031,34,↓,14,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
235,,,,,42,27,10,2,Foul,Sweeper,85.8,2942,33,↓,10,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
236,,,,,41,26,10,2,Foul,Cutter,90.9,2754,26,↓,5,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
237,,,,,40,25,10,2,Ball,Sweeper,86.8,3034,31,↓,11,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
238,,,,,39,24,10,2,Ball,Sinker,93.7,2628,25,↓,9,→
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
239,,,,,38,23,10,2,Ball,Sweeper,86.9,3029,36,↓,12,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
240,,,,,36,22,10,2,Foul,Sweeper,85,3086,35,↓,15,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
241,,,,,35,21,10,2,Called Strike,Cutter,91,2918,30,↓,7,←
,,Clarke Schmidt,,Enrique Hernandez,,,,,,,,,,,,
242,,,,,34,20,9,2,"In play, out(s)",Cutter,90.9,2834,29,↓,3,←
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
243,,,,,33,19,9,2,Called Strike,Sweeper,86.1,3034,36,↓,13,←
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
244,,,,,32,18,9,2,Ball,Sweeper,86.2,3056,34,↓,14,←
,,Clarke Schmidt,,Triston Casas,,,,,,,,,,,,
245,,,,,31,17,8,2,"In play, run(s)",Sinker,94.2,2564,23,↓,10,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
246,,,,,30,16,8,2,Foul,Sweeper,87.7,2930,32,↓,8,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
247,,,,,29,15,8,2,Foul,Sweeper,86.8,3011,35,↓,12,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
248,,,,,28,14,8,2,Ball,Sweeper,87,3064,35,↓,13,←
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
249,,,,,27,13,8,2,Foul,Sinker,94.1,2611,23,↓,5,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
250,,,,,26,12,8,2,Ball,Sinker,93.8,2627,19,↓,2,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
251,,,,,25,11,8,2,Foul,Sinker,93.4,2619,25,↓,3,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
252,,,,,24,10,8,2,Ball,Sinker,94.1,2658,24,↓,4,→
,,Clarke Schmidt,,Justin Turner,,,,,,,,,,,,
253,,,,,23,9,7,1,"In play, out(s)",4-Seam Fastball,96.7,2084,17,↓,9,→
,,Brayan Bello,,Anthony Rizzo,,,,,,,,,,,,
254,,,,,22,8,7,1,Called Strike,4-Seam Fastball,95.7,2075,15,↓,9,→
,,Brayan Bello,,Anthony Rizzo,,,,,,,,,,,,
255,,,,,21,7,6,1,"In play, out(s)",4-Seam Fastball,95.8,2045,18,↓,8,→
,,Brayan Bello,,Gleyber Torres,,,,,,,,,,,,
256,,,,,19,6,5,1,"In play, out(s)",Changeup,86.5,1617,38,↓,17,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
257,,,,,17,5,5,1,Foul,Sinker,94.8,1980,28,↓,18,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
258,,,,,16,4,5,1,Ball,Slider,86.5,2235,42,↓,1,←
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
259,,,,,15,3,5,1,Foul,4-Seam Fastball,96.2,2109,17,↓,9,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
260,,,,,14,2,5,1,Ball,Slider,84.5,2229,46,↓,1,←
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
261,,,,,13,1,5,1,Ball,4-Seam Fastball,96.4,2141,18,↓,12,→
,,Brayan Bello,,Willie Calhoun,,,,,,,,,,,,
262,,,,,12,9,4,1,Swinging Strike,Cutter,93.2,2979,27,↓,6,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
263,,,,,11,8,4,1,Foul,Cutter,92.1,3012,25,↓,4,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
264,,,,,10,7,4,1,Swinging Strike,Knuckle Curve,85.8,3129,44,↓,21,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
265,,,,,9,6,4,1,Called Strike,Cutter,93,2870,25,↓,4,←
,,Clarke Schmidt,,Rafael Devers,,,,,,,,,,,,
266,,,,,8,5,3,1,"In play, out(s)",Cutter,91.6,2855,27,↓,6,←
,,Clarke Schmidt,,Masataka Yoshida,,,,,,,,,,,,
267,,,,,7,4,2,1,"In play, out(s)",Knuckle Curve,83.6,2957,48,↓,19,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
268,,,,,6,3,2,1,Called Strike,Sweeper,86.4,3008,32,↓,13,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
269,,,,,5,2,2,1,Called Strike,Sweeper,86.8,2967,35,↓,12,←
,,Clarke Schmidt,,Alex Verdugo,,,,,,,,,,,,
270,,,,,4,1,1,1,"In play, no out",Sinker,95.3,2583,24,↓,8,→
,,Clarke Schmidt,,Jarren Duran,,,,,,,,,,,,
1,,,,,342,14,82,9,"In play, out(s)",Sinker,91.4,2159,29,↓,17,←
,,Brennan Bernardino,,Giancarlo Stanton,,,,,,,,,,,,
2,,,,,341,13,82,9,Ball,Sinker,92,2131,29,↓,18,←
,,Brennan Bernardino,,Giancarlo Stanton,,,,,,,,,,,,
3,,,,,340,12,82,9,Ball,Sinker,91.9,2191,28,↓,16,←
,,Brennan Bernardino,,Giancarlo Stanton,,,,,,,,,,,,
4,,,,,339,11,82,9,Called Strike,Curveball,77,2644,49,↓,20,→
,,Brennan Bernardino,,Giancarlo Stanton,,,,,,,,,,,,
5,,,,,338,10,81,9,"In play, out(s)",Sinker,92.5,2139,26,↓,15,←
,,Brennan Bernardino,,Jake Bauers,,,,,,,,,,,,
6,,,,,337,9,81,9,Foul Tip,Sinker,91.6,2129,27,↓,16,←
,,Brennan Bernardino,,Jake Bauers,,,,,,,,,,,,
7,,,,,336,8,81,9,Ball,Sinker,91.6,2170,30,↓,18,←
,,Brennan Bernardino,,Jake Bauers,,,,,,,,,,,,
8,,,,,335,7,81,9,Called Strike,Sinker,90.4,2124,28,↓,16,←
,,Brennan Bernardino,,Jake Bauers,,,,,,,,,,,,
9,,,,,334,6,80,9,Ball,Sinker,90.9,2121,33,↓,15,←
,,Brennan Bernardino,,Anthony Volpe,,,,,,,,,,,,
10,,,,,333,5,80,9,Foul,Sinker,88.7,1994,31,↓,12,←
,,Brennan Bernardino,,Anthony Volpe,,,,,,,,,,,,
11,,,,,332,4,80,9,Ball,Sinker,90,2086,29,↓,19,←
,,Brennan Bernardino,,Anthony Volpe,,,,,,,,,,,,
12,,,,,331,3,80,9,Ball,Sinker,90.7,2096,30,↓,18,←
,,Brennan Bernardino,,Anthony Volpe,,,,,,,,,,,,
13,,,,,330,2,80,9,Ball,Curveball,75.2,2608,53,↓,17,→
,,Brennan Bernardino,,Anthony Volpe,,,,,,,,,,,,
14,,,,,329,1,80,9,Called Strike,Sinker,90.6,1975,29,↓,17,←
,,Brennan Bernardino,,Anthony Volpe,,,,,,,,,,,,
15,,,,,325,16,79,8,"In play, out(s)",Fastball,80.8,1761,25,↓,6,→
,,Isiah Kiner-Falefa,,Connor Wong,,,,,,,,,,,,
16,,,,,324,15,79,8,Foul,Fastball,74.1,1594,33,↓,5,→
,,Isiah Kiner-Falefa,,Connor Wong,,,,,,,,,,,,
17,,,,,323,14,79,8,Called Strike,Fastball,72.8,1613,36,↓,5,→
,,Isiah Kiner-Falefa,,Connor Wong,,,,,,,,,,,,
18,,,,,322,13,79,8,Ball,Fastball,71.4,1653,35,↓,4,→
,,Isiah Kiner-Falefa,,Connor Wong,,,,,,,,,,,,
19,,,,,321,12,78,8,"In play, run(s)",Fastball,82.7,1687,27,↓,6,→
,,Isiah Kiner-Falefa,,Triston Casas,,,,,,,,,,,,
20,,,,,320,11,78,8,Foul,Fastball,80.4,1706,35,↓,10,→
,,Isiah Kiner-Falefa,,Triston Casas,,,,,,,,,,,,
21,,,,,319,10,78,8,Foul,Fastball,79.4,1660,30,↓,7,→
,,Isiah Kiner-Falefa,,Triston Casas,,,,,,,,,,,,
22,,,,,318,9,78,8,Foul,Fastball,75.5,1647,34,↓,2,→
,,Isiah Kiner-Falefa,,Triston Casas,,,,,,,,,,,,
23,,,,,317,8,78,8,Ball,Fastball,74.8,1776,33,↓,5,→
,,Isiah Kiner-Falefa,,Triston Casas,,,,,,,,,,,,
24,,,,,316,7,77,8,"In play, out(s)",Fastball,72.7,1695,35,↓,7,→
,,Isiah Kiner-Falefa,,Christian Arroyo,,,,,,,,,,,,
25,,,,,315,6,77,8,Ball,Fastball,74.8,1744,31,↓,6,→
,,Isiah Kiner-Falefa,,Christian Arroyo,,,,,,,,,,,,
26,,,,,314,5,77,8,Foul,Fastball,73.4,1576,37,↓,4,→
,,Isiah Kiner-Falefa,,Christian Arroyo,,,,,,,,,,,,
27,,,,,313,4,77,8,Ball,Fastball,73.7,1580,35,↓,5,→
,,Isiah Kiner-Falefa,,Christian Arroyo,,,,,,,,,,,,
28,,,,,312,3,77,8,Ball,Fastball,76.1,1604,32,↓,3,→
,,Isiah Kiner-Falefa,,Christian Arroyo,,,,,,,,,,,,
29,,,,,311,2,76,8,"In play, out(s)",Fastball,68.2,1595,43,↓,4,→
,,Isiah Kiner-Falefa,,Rob Refsnyder,,,,,,,,,,,,
30,,,,,309,1,75,8,"In play, no out",Fastball,69.5,1560,44,↓,4,→
,,Isiah Kiner-Falefa,,Jarren Duran,,,,,,,,,,,,
31,,,,,306,34,74,8,"In play, out(s)",Curveball,80.2,2653,40,↓,19,←
,,Corey Kluber,,Kyle Higashioka,,,,,,,,,,,,
32,,,,,305,33,74,8,Swinging Strike,Curveball,81.2,2602,41,↓,15,←
,,Corey Kluber,,Kyle Higashioka,,,,,,,,,,,,
